Hubs			Lower bound		Current_obj_fun		Best_obj_fun
[1,2,5,7,14]   		86858.789		NaN				79263.617
[1,2,5,7,15]   		86832.960		NaN				79263.617
[1,2,5,7,16]   		83362.449		NaN				79263.617
[1,2,5,7,17]   		87723.565		NaN				79263.617
[1,2,5,7,18]   		81223.936		NaN				79263.617
[1,2,5,7,19]   		85074.428		NaN				79263.617
[1,2,5,8,9]    		92248.377		NaN				79263.617
[1,2,5,8,10]   		90998.133		NaN				79263.617
[1,2,5,8,11]   		84955.393		NaN				79263.617
[1,2,5,8,12]   		86370.245		NaN				79263.617
[1,2,5,8,13]   		87035.242		NaN				79263.617
[1,2,5,8,14]   		92480.209		NaN				79263.617
[1,2,5,8,15]   		92466.953		NaN				79263.617
[1,2,5,8,16]   		87805.873		NaN				79263.617
[1,2,5,8,17]   		86263.043		NaN				79263.617
[1,2,5,8,18]   		84598.158		NaN				79263.617
[1,2,5,8,19]   		91958.154		NaN				79263.617
[1,2,5,9,10]   		90904.732		NaN				79263.617
[1,2,5,9,11]   		84431.780		NaN				79263.617
[1,2,5,9,12]   		85827.743		NaN				79263.617
[1,2,5,9,13]   		86497.340		NaN				79263.617
[1,2,5,9,14]   		91957.498		NaN				79263.617
[1,2,5,9,15]   		91938.641		NaN				79263.617
[1,2,5,9,16]   		87563.606		NaN				79263.617
[1,2,5,9,17]   		85487.778		NaN				79263.617
[1,2,5,9,18]   		84239.645		NaN				79263.617
[1,2,5,9,19]   		92025.785		NaN				79263.617
[1,2,5,10,11]  		84279.180		NaN				79263.617
[1,2,5,10,12]  		86078.822		NaN				79263.617
[1,2,5,10,13]  		86075.706		NaN				79263.617
[1,2,5,10,14]  		91428.092		NaN				79263.617
[1,2,5,10,15]  		91451.957		NaN				79263.617
[1,2,5,10,16]  		88072.557		NaN				79263.617
[1,2,5,10,17]  		85061.471		NaN				79263.617
[1,2,5,10,18]  		84527.671		NaN				79263.617
[1,2,5,10,19]  		91075.582		NaN				79263.617
[1,2,5,11,12]  		84480.109		NaN				79263.617
[1,2,5,11,13]  		85659.525		NaN				79263.617
[1,2,5,11,14]  		86119.752		NaN				79263.617
[1,2,5,11,15]  		86257.114		NaN				79263.617
[1,2,5,11,16]  		84248.000		NaN				79263.617
[1,2,5,11,17]  		84964.028		NaN				79263.617
[1,2,5,11,18]  		83034.580		NaN				79263.617
[1,2,5,11,19]  		84627.730		NaN				79263.617
[1,2,5,12,13]  		85248.332		NaN				79263.617
[1,2,5,12,14]  		87281.781		NaN				79263.617
[1,2,5,12,15]  		87616.642		NaN				79263.617
[1,2,5,12,16]  		85677.608		NaN				79263.617
[1,2,5,12,17]  		83801.088		NaN				79263.617
[1,2,5,12,18]  		86828.744		NaN				79263.617
[1,2,5,12,19]  		86062.313		NaN				79263.617
[1,2,5,13,14]  		88495.272		NaN				79263.617
[1,2,5,13,15]  		88360.292		NaN				79263.617
[1,2,5,13,16]  		84928.534		NaN				79263.617
[1,2,5,13,17]  		86767.826		NaN				79263.617
[1,2,5,13,18]  		83228.161		NaN				79263.617
[1,2,5,13,19]  		86602.266		NaN				79263.617
[1,2,5,14,15]  		93716.582		NaN				79263.617
[1,2,5,14,16]  		88584.889		NaN				79263.617
[1,2,5,14,17]  		87418.741		NaN				79263.617
[1,2,5,14,18]  		85497.313		NaN				79263.617
[1,2,5,14,19]  		92046.204		NaN				79263.617
[1,2,5,15,16]  		88786.360		NaN				79263.617
[1,2,5,15,17]  		87392.913		NaN				79263.617
[1,2,5,15,18]  		85874.227		NaN				79263.617
[1,2,5,15,19]  		92045.430		NaN				79263.617
[1,2,5,16,17]  		83922.402		NaN				79263.617
[1,2,5,16,18]  		85028.182		NaN				79263.617
[1,2,5,16,19]  		87981.497		NaN				79263.617
[1,2,5,17,18]  		81783.889		NaN				79263.617
[1,2,5,17,19]  		85567.398		NaN				79263.617
[1,2,5,18,19]  		84522.453		NaN				79263.617
[1,2,6,7,8]    		87930.300		NaN				79263.617
[1,2,6,7,9]    		85617.428		NaN				79263.617
[1,2,6,7,10]   		86520.821		NaN				79263.617
[1,2,6,7,11]   		90127.452		NaN				79263.617
[1,2,6,7,12]   		88031.505		NaN				79263.617
[1,2,6,7,13]   		91911.944		NaN				79263.617
[1,2,6,7,14]   		92495.468		NaN				79263.617
[1,2,6,7,15]   		92427.991		NaN				79263.617
[1,2,6,7,16]   		87500.337		NaN				79263.617
[1,2,6,7,17]   		93366.833		NaN				79263.617
[1,2,6,7,18]   		86298.740		NaN				79263.617
[1,2,6,7,19]   		85261.562		NaN				79263.617
[1,2,6,8,9]    		92737.437		NaN				79263.617
[1,2,6,8,10]   		92402.120		NaN				79263.617
[1,2,6,8,11]   		87006.688		NaN				79263.617
[1,2,6,8,12]   		87644.685		NaN				79263.617
[1,2,6,8,13]   		89202.209		NaN				79263.617
[1,2,6,8,14]   		94740.047		NaN				79263.617
[1,2,6,8,15]   		94311.784		NaN				79263.617
[1,2,6,8,16]   		89137.556		NaN				79263.617
[1,2,6,8,17]   		88603.859		NaN				79263.617
[1,2,6,8,18]   		86195.658		NaN				79263.617
[1,2,6,8,19]   		91915.803		NaN				79263.617
[1,2,6,9,10]   		91307.100		NaN				79263.617
[1,2,6,9,11]   		84966.230		NaN				79263.617
[1,2,6,9,12]   		86035.112		NaN				79263.617
[1,2,6,9,13]   		87153.906		NaN				79263.617
[1,2,6,9,14]   		92767.098		NaN				79263.617
[1,2,6,9,15]   		92282.892		NaN				79263.617
[1,2,6,9,16]   		87844.267		NaN				79263.617
[1,2,6,9,17]   		86246.821		NaN				79263.617
[1,2,6,9,18]   		84572.912		NaN				79263.617
[1,2,6,9,19]   		91966.205		NaN				79263.617
[1,2,6,10,11]  		86014.827		NaN				79263.617
[1,2,6,10,12]  		87566.058		NaN				79263.617
[1,2,6,10,13]  		87911.894		NaN				79263.617
[1,2,6,10,14]  		93199.445		NaN				79263.617
[1,2,6,10,15]  		92966.009		NaN				79263.617
[1,2,6,10,16]  		89633.086		NaN				79263.617
[1,2,6,10,17]  		87138.902		NaN				79263.617
[1,2,6,10,18]  		86140.805		NaN				79263.617
[1,2,6,10,19]  		91030.266		NaN				79263.617
[1,2,6,11,12]  		88880.176		NaN				79263.617
[1,2,6,11,13]  		90820.037		NaN				79263.617
[1,2,6,11,14]  		91316.013		NaN				79263.617
[1,2,6,11,15]  		91139.295		NaN				79263.617
[1,2,6,11,16]  		88143.815		NaN				79263.617
[1,2,6,11,17]  		90312.404		NaN				79263.617
[1,2,6,11,18]  		87750.662		NaN				79263.617
[1,2,6,11,19]  		84575.005		NaN				79263.617
[1,2,6,12,13]  		89778.447		NaN				79263.617
[1,2,6,12,14]  		91759.294		NaN				79263.617
[1,2,6,12,15]  		91803.275		NaN				79263.617
[1,2,6,12,16]  		89456.333		NaN				79263.617
[1,2,6,12,17]  		88509.827		NaN				79263.617
[1,2,6,12,18]  		91211.881		NaN				79263.617
[1,2,6,12,19]  		85980.362		NaN				79263.617
[1,2,6,13,14]  		93959.486		NaN				79263.617
[1,2,6,13,15]  		93698.921		NaN				79263.617
[1,2,6,13,16]  		88893.955		NaN				79263.617
[1,2,6,13,17]  		92390.266		NaN				79263.617
[1,2,6,13,18]  		88371.879		NaN				79263.617
[1,2,6,13,19]  		86677.814		NaN				79263.617
[1,2,6,14,15]  		99029.153		NaN				79263.617
[1,2,6,14,16]  		92444.926		NaN				79263.617
[1,2,6,14,17]  		92973.790		NaN				79263.617
[1,2,6,14,18]  		90259.261		NaN				79263.617
[1,2,6,14,19]  		92320.147		NaN				79263.617
[1,2,6,15,16]  		92422.320		NaN				79263.617
[1,2,6,15,17]  		92906.313		NaN				79263.617
[1,2,6,15,18]  		90383.920		NaN				79263.617
[1,2,6,15,19]  		91865.212		NaN				79263.617
[1,2,6,16,17]  		87978.659		NaN				79263.617
[1,2,6,16,18]  		88932.804		NaN				79263.617
[1,2,6,16,19]  		87898.111		NaN				79263.617
[1,2,6,17,18]  		86777.062		NaN				79263.617
[1,2,6,17,19]  		85754.532		NaN				79263.617
[1,2,6,18,19]  		84559.798		NaN				79263.617
[1,2,7,8,9]    		86146.680		NaN				79263.617
[1,2,7,8,10]   		85903.866		NaN				79263.617
[1,2,7,8,11]   		85954.917		NaN				79263.617
[1,2,7,8,12]   		83996.706		NaN				79263.617
[1,2,7,8,13]   		87326.937		NaN				79263.617
[1,2,7,8,14]   		88013.566		NaN				79263.617
[1,2,7,8,15]   		87867.707		NaN				79263.617
[1,2,7,8,16]   		84166.459		NaN				79263.617
[1,2,7,8,17]   		88921.007		NaN				79263.617
[1,2,7,8,18]   		82245.830		NaN				79263.617
[1,2,7,8,19]   		85428.669		NaN				79263.617
[1,2,7,9,10]   		84594.165		NaN				79263.617
[1,2,7,9,11]   		83686.317		NaN				79263.617
[1,2,7,9,12]   		82172.451		NaN				79263.617
[1,2,7,9,13]   		85121.082		NaN				79263.617
[1,2,7,9,14]   		85830.871		NaN				79263.617
[1,2,7,9,15]   		85638.472		NaN				79263.617
[1,2,7,9,16]   		82658.489		NaN				79263.617
[1,2,7,9,17]   		86604.349		NaN				79263.617
[1,2,7,9,18]   		80408.402		NaN				79263.617
[1,2,7,9,19]   		85326.970		NaN				79263.617
[1,2,7,10,11]  		84877.030		NaN				79263.617
[1,2,7,10,12]  		83844.773		NaN				79263.617
[1,2,7,10,13]  		85963.317		NaN				79263.617
[1,2,7,10,14]  		86409.260		NaN				79263.617
[1,2,7,10,15]  		86461.779		NaN				79263.617
[1,2,7,10,16]  		84588.683		NaN				79263.617
[1,2,7,10,17]  		87491.558		NaN				79263.617
[1,2,7,10,18]  		82117.671		NaN				79263.617
[1,2,7,10,19]  		84380.112		NaN				79263.617
[1,2,7,11,12]  		87794.428		NaN				79263.617
[1,2,7,11,13]  		90101.805		NaN				79263.617
[1,2,7,11,14]  		89853.849		NaN				79263.617
[1,2,7,11,15]  		90130.888		NaN				79263.617
[1,2,7,11,16]  		86943.745		NaN				79263.617
[1,2,7,11,17]  		90814.330		NaN				79263.617
[1,2,7,11,18]  		86381.896		NaN				79263.617
[1,2,7,11,19]  		83453.766		NaN				79263.617
[1,2,7,12,13]  		87911.784		NaN				79263.617
[1,2,7,12,14]  		87717.087		NaN				79263.617
[1,2,7,12,15]  		88198.659		NaN				79263.617
[1,2,7,12,16]  		86300.897		NaN				79263.617
[1,2,7,12,17]  		88911.005		NaN				79263.617
[1,2,7,12,18]  		87223.286		NaN				79263.617
[1,2,7,12,19]  		82214.815		NaN				79263.617
[1,2,7,13,14]  		91676.333		NaN				79263.617
[1,2,7,13,15]  		91867.013		NaN				79263.617
[1,2,7,13,16]  		87282.203		NaN				79263.617
[1,2,7,13,17]  		92766.652		NaN				79263.617
[1,2,7,13,18]  		86209.408		NaN				79263.617
[1,2,7,13,19]  		84711.999		NaN				79263.617
[1,2,7,14,15]  		92294.155		NaN				79263.617
[1,2,7,14,16]  		87224.937		NaN				79263.617
[1,2,7,14,17]  		93122.208		NaN				79263.617
[1,2,7,14,18]  		86217.750		NaN				79263.617
[1,2,7,14,19]  		85510.703		NaN				79263.617
[1,2,7,15,16]  		87494.587		NaN				79263.617
[1,2,7,15,17]  		93300.097		NaN				79263.617
[1,2,7,15,18]  		86477.456		NaN				79263.617
[1,2,7,15,19]  		85317.905		NaN				79263.617
[1,2,7,16,17]  		88394.226		NaN				79263.617
[1,2,7,16,18]  		85286.271		NaN				79263.617
[1,2,7,16,19]  		82809.447		NaN				79263.617
[1,2,7,17,18]  		87139.511		NaN				79263.617
[1,2,7,17,19]  		86133.430		NaN				79263.617
[1,2,7,18,19]  		80492.402		NaN				79263.617
[1,2,8,9,10]   		92040.093		NaN				79263.617
[1,2,8,9,11]   		85598.173		NaN				79263.617
[1,2,8,9,12]   		86676.276		NaN				79263.617
[1,2,8,9,13]   		87637.571		NaN				79263.617
[1,2,8,9,14]   		92967.718		NaN				79263.617
[1,2,8,9,15]   		92933.744		NaN				79263.617
[1,2,8,9,16]   		88549.491		NaN				79263.617
[1,2,8,9,17]   		86820.238		NaN				79263.617
[1,2,8,9,18]   		85170.512		NaN				79263.617
[1,2,8,9,19]   		92590.551		NaN				79263.617
[1,2,8,10,11]  		85553.563		NaN				79263.617
[1,2,8,10,12]  		87181.966		NaN				79263.617
[1,2,8,10,13]  		87305.553		NaN				79263.617
[1,2,8,10,14]  		92622.781		NaN				79263.617
[1,2,8,10,15]  		92512.517		NaN				79263.617
[1,2,8,10,16]  		89117.044		NaN				79263.617
[1,2,8,10,17]  		86577.425		NaN				79263.617
[1,2,8,10,18]  		85628.136		NaN				79263.617
[1,2,8,10,19]  		91368.040		NaN				79263.617
[1,2,8,11,12]  		85065.576		NaN				79263.617
[1,2,8,11,13]  		86716.378		NaN				79263.617
[1,2,8,11,14]  		87130.383		NaN				79263.617
[1,2,8,11,15]  		87147.715		NaN				79263.617
[1,2,8,11,16]  		84913.805		NaN				79263.617
[1,2,8,11,17]  		86335.106		NaN				79263.617
[1,2,8,11,18]  		83886.371		NaN				79263.617
[1,2,8,11,19]  		84865.619		NaN				79263.617
[1,2,8,12,13]  		85804.322		NaN				79263.617
[1,2,8,12,14]  		87788.515		NaN				79263.617
[1,2,8,12,15]  		88003.345		NaN				79263.617
[1,2,8,12,16]  		86419.600		NaN				79263.617
[1,2,8,12,17]  		84670.264		NaN				79263.617
[1,2,8,12,18]  		87583.632		NaN				79263.617
[1,2,8,12,19]  		86251.350		NaN				79263.617
[1,2,8,13,14]  		89450.469		NaN				79263.617
[1,2,8,13,15]  		89195.458		NaN				79263.617
[1,2,8,13,16]  		85532.963		NaN				79263.617
[1,2,8,13,17]  		88000.496		NaN				79263.617
[1,2,8,13,18]  		84050.474		NaN				79263.617
[1,2,8,13,19]  		86791.304		NaN				79263.617
[1,2,8,14,15]  		94510.169		NaN				79263.617
[1,2,8,14,16]  		89140.061		NaN				79263.617
[1,2,8,14,17]  		88687.125		NaN				79263.617
[1,2,8,14,18]  		86270.370		NaN				79263.617
[1,2,8,14,19]  		92250.369		NaN				79263.617
[1,2,8,15,16]  		89221.502		NaN				79263.617
[1,2,8,15,17]  		88541.266		NaN				79263.617
[1,2,8,15,18]  		86527.253		NaN				79263.617
[1,2,8,15,19]  		92145.887		NaN				79263.617
[1,2,8,16,17]  		84840.018		NaN				79263.617
[1,2,8,16,18]  		85527.824		NaN				79263.617
[1,2,8,16,19]  		88205.717		NaN				79263.617
[1,2,8,17,18]  		82919.388		NaN				79263.617
[1,2,8,17,19]  		86000.479		NaN				79263.617
[1,2,8,18,19]  		84729.323		NaN				79263.617
[1,2,9,10,11]  		84479.525		NaN				79263.617
[1,2,9,10,12]  		85984.273		NaN				79263.617
[1,2,9,10,13]  		86260.421		NaN				79263.617
[1,2,9,10,14]  		91657.938		NaN				79263.617
[1,2,9,10,15]  		91501.133		NaN				79263.617
[1,2,9,10,16]  		88038.037		NaN				79263.617
[1,2,9,10,17]  		85223.557		NaN				79263.617
[1,2,9,10,18]  		84550.349		NaN				79263.617
[1,2,9,10,19]  		91437.098		NaN				79263.617
[1,2,9,11,12]  		83475.667		NaN				79263.617
[1,2,9,11,13]  		84725.808		NaN				79263.617
[1,2,9,11,14]  		85220.102		NaN				79263.617
[1,2,9,11,15]  		85190.893		NaN				79263.617
[1,2,9,11,16]  		83640.180		NaN				79263.617
[1,2,9,11,17]  		84022.340		NaN				79263.617
[1,2,9,11,18]  		82283.288		NaN				79263.617
[1,2,9,11,19]  		84957.216		NaN				79263.617
[1,2,9,12,13]  		84244.637		NaN				79263.617
[1,2,9,12,14]  		86309.119		NaN				79263.617
[1,2,9,12,15]  		86477.408		NaN				79263.617
[1,2,9,12,16]  		85267.317		NaN				79263.617
[1,2,9,12,17]  		82801.844		NaN				79263.617
[1,2,9,12,18]  		85984.203		NaN				79263.617
[1,2,9,12,19]  		86342.194		NaN				79263.617
[1,2,9,13,14]  		87532.344		NaN				79263.617
[1,2,9,13,15]  		87230.792		NaN				79263.617
[1,2,9,13,16]  		84289.562		NaN				79263.617
[1,2,9,13,17]  		85750.475		NaN				79263.617
[1,2,9,13,18]  		82477.616		NaN				79263.617
[1,2,9,13,19]  		86864.705		NaN				79263.617
[1,2,9,14,15]  		92619.178		NaN				79263.617
[1,2,9,14,16]  		87976.950		NaN				79263.617
[1,2,9,14,17]  		86460.264		NaN				79263.617
[1,2,9,14,18]  		84777.801		NaN				79263.617
[1,2,9,14,19]  		92308.417		NaN				79263.617
[1,2,9,15,16]  		88011.850		NaN				79263.617
[1,2,9,15,17]  		86267.864		NaN				79263.617
[1,2,9,15,18]  		84988.144		NaN				79263.617
[1,2,9,15,19]  		92210.215		NaN				79263.617
[1,2,9,16,17]  		83287.882		NaN				79263.617
[1,2,9,16,18]  		84458.411		NaN				79263.617
[1,2,9,16,19]  		88139.497		NaN				79263.617
[1,2,9,17,18]  		81037.795		NaN				79263.617
[1,2,9,17,19]  		85854.614		NaN				79263.617
[1,2,9,18,19]  		84816.655		NaN				79263.617
[1,2,10,11,12] 		85003.221		NaN				79263.617
[1,2,10,11,13] 		85728.067		NaN				79263.617
[1,2,10,11,14] 		85943.695		NaN				79263.617
[1,2,10,11,15] 		86159.403		NaN				79263.617
[1,2,10,11,16] 		85425.606		NaN				79263.617
[1,2,10,11,17] 		85201.741		NaN				79263.617
[1,2,10,11,18] 		83847.789		NaN				79263.617
[1,2,10,11,19] 		84192.234		NaN				79263.617
[1,2,10,12,13] 		85729.245		NaN				79263.617
[1,2,10,12,14] 		87515.061		NaN				79263.617
[1,2,10,12,15] 		87928.268		NaN				79263.617
[1,2,10,12,16] 		86955.321		NaN				79263.617
[1,2,10,12,17] 		84462.855		NaN				79263.617
[1,2,10,12,18] 		87460.489		NaN				79263.617
[1,2,10,12,19] 		85893.893		NaN				79263.617
[1,2,10,13,14] 		87965.328		NaN				79263.617
[1,2,10,13,15] 		87908.694		NaN				79263.617
[1,2,10,13,16] 		86032.043		NaN				79263.617
[1,2,10,13,17] 		86581.398		NaN				79263.617
[1,2,10,13,18] 		83999.172		NaN				79263.617
[1,2,10,13,19] 		85964.193		NaN				79263.617
[1,2,10,14,15] 		92969.567		NaN				79263.617
[1,2,10,14,16] 		89440.764		NaN				79263.617
[1,2,10,14,17] 		87027.342		NaN				79263.617
[1,2,10,14,18] 		86020.690		NaN				79263.617
[1,2,10,14,19] 		91300.894		NaN				79263.617
[1,2,10,15,16] 		89720.582		NaN				79263.617
[1,2,10,15,17] 		87079.860		NaN				79263.617
[1,2,10,15,18] 		86475.950		NaN				79263.617
[1,2,10,15,19] 		91263.316		NaN				79263.617
[1,2,10,16,17] 		85206.765		NaN				79263.617
[1,2,10,16,18] 		86020.399		NaN				79263.617
[1,2,10,16,19] 		87969.178		NaN				79263.617
[1,2,10,17,18] 		82735.753		NaN				79263.617
[1,2,10,17,19] 		84974.831		NaN				79263.617
[1,2,10,18,19] 		84443.706		NaN				79263.617
[1,2,11,12,13] 		88695.484		NaN				79263.617
[1,2,11,12,14] 		88704.109		NaN				79263.617
[1,2,11,12,15] 		89263.121		NaN				79263.617
[1,2,11,12,16] 		87819.039		NaN				79263.617
[1,2,11,12,17] 		87979.380		NaN				79263.617
[1,2,11,12,18] 		89075.681		NaN				79263.617
[1,2,11,12,19] 		83317.728		NaN				79263.617
[1,2,11,13,14] 		90629.021		NaN				79263.617
[1,2,11,13,15] 		90891.370		NaN				79263.617
[1,2,11,13,16] 		87895.715		NaN				79263.617
[1,2,11,13,17] 		90286.757		NaN				79263.617
[1,2,11,13,18] 		87129.528		NaN				79263.617
[1,2,11,13,19] 		84312.292		NaN				79263.617
[1,2,11,14,15] 		91045.888		NaN				79263.617
[1,2,11,14,16] 		87911.960		NaN				79263.617
[1,2,11,14,17] 		90038.800		NaN				79263.617
[1,2,11,14,18] 		87491.070		NaN				79263.617
[1,2,11,14,19] 		84864.576		NaN				79263.617
[1,2,11,15,16] 		88227.503		NaN				79263.617
[1,2,11,15,17] 		90315.840		NaN				79263.617
[1,2,11,15,18] 		88113.587		NaN				79263.617
[1,2,11,15,19] 		84834.968		NaN				79263.617
[1,2,11,16,17] 		87422.067		NaN				79263.617
[1,2,11,16,18] 		87188.423		NaN				79263.617
[1,2,11,16,19] 		83590.835		NaN				79263.617
[1,2,11,17,18] 		86566.848		NaN				79263.617
[1,2,11,17,19] 		83653.366		NaN				79263.617
[1,2,11,18,19] 		82166.985		NaN				79263.617
[1,2,12,13,14] 		89619.046		NaN				79263.617
[1,2,12,13,15] 		90005.297		NaN				79263.617
[1,2,12,13,16] 		87946.325		NaN				79263.617
[1,2,12,13,17] 		88390.106		NaN				79263.617
[1,2,12,13,18] 		89093.218		NaN				79263.617
[1,2,12,13,19] 		84166.775		NaN				79263.617
[1,2,12,14,15] 		91730.003		NaN				79263.617
[1,2,12,14,16] 		89187.181		NaN				79263.617
[1,2,12,14,17] 		88195.409		NaN				79263.617
[1,2,12,14,18] 		90982.041		NaN				79263.617
[1,2,12,14,19] 		86290.068		NaN				79263.617
[1,2,12,15,16] 		89787.900		NaN				79263.617
[1,2,12,15,17] 		88676.981		NaN				79263.617
[1,2,12,15,18] 		91533.000		NaN				79263.617
[1,2,12,15,19] 		86457.958		NaN				79263.617
[1,2,12,16,17] 		86779.219		NaN				79263.617
[1,2,12,16,18] 		89795.273		NaN				79263.617
[1,2,12,16,19] 		85174.233		NaN				79263.617
[1,2,12,17,18] 		87701.607		NaN				79263.617
[1,2,12,17,19] 		82707.786		NaN				79263.617
[1,2,12,18,19] 		86110.232		NaN				79263.617
[1,2,13,14,15] 		93730.079		NaN				79263.617
[1,2,13,14,16] 		88729.234		NaN				79263.617
[1,2,13,14,17] 		92154.655		NaN				79263.617
[1,2,13,14,18] 		88143.360		NaN				79263.617
[1,2,13,14,19] 		87091.950		NaN				79263.617
[1,2,13,15,16] 		88860.112		NaN				79263.617
[1,2,13,15,17] 		92345.335		NaN				79263.617
[1,2,13,15,18] 		88281.122		NaN				79263.617
[1,2,13,15,19] 		86790.000		NaN				79263.617
[1,2,13,16,17] 		87760.525		NaN				79263.617
[1,2,13,16,18] 		86866.049		NaN				79263.617
[1,2,13,16,19] 		84320.294		NaN				79263.617
[1,2,13,17,18] 		86687.730		NaN				79263.617
[1,2,13,17,19] 		85204.970		NaN				79263.617
[1,2,13,18,19] 		82441.391		NaN				79263.617
[1,2,14,15,16] 		92207.723		NaN				79263.617
[1,2,14,15,17] 		92772.477		NaN				79263.617
[1,2,14,15,18] 		90241.530		NaN				79263.617
[1,2,14,15,19] 		92237.195		NaN				79263.617
[1,2,14,16,17] 		87703.259		NaN				79263.617
[1,2,14,16,18] 		88594.535		NaN				79263.617
[1,2,14,16,19] 		88066.492		NaN				79263.617
[1,2,14,17,18] 		86696.072		NaN				79263.617
[1,2,14,17,19] 		86003.673		NaN				79263.617
[1,2,14,18,19] 		84800.385		NaN				79263.617
[1,2,15,16,17] 		87972.909		NaN				79263.617
[1,2,15,16,18] 		89237.307		NaN				79263.617
[1,2,15,16,19] 		88100.993		NaN				79263.617
[1,2,15,17,18] 		86955.778		NaN				79263.617
[1,2,15,17,19] 		85810.875		NaN				79263.617
[1,2,15,18,19] 		85010.329		NaN				79263.617
[1,2,16,17,18] 		85764.593		NaN				79263.617
[1,2,16,17,19] 		83302.417		NaN				79263.617
[1,2,16,18,19] 		84534.855		NaN				79263.617
[1,2,17,18,19] 		80985.372		NaN				79263.617
[1,3,4,5,6]    		96363.785		NaN				79263.617
[1,3,4,5,7]    		94181.757		NaN				79263.617
[1,3,4,5,8]    		94808.550		NaN				79263.617
[1,3,4,5,9]    		94172.888		NaN				79263.617
[1,3,4,5,10]   		93953.596		NaN				79263.617
[1,3,4,5,11]   		93777.413		NaN				79263.617
[1,3,4,5,12]   		92531.701		NaN				79263.617
[1,3,4,5,13]   		95096.500		NaN				79263.617
[1,3,4,5,14]   		96027.870		NaN				79263.617
[1,3,4,5,15]   		95945.086		NaN				79263.617
[1,3,4,5,16]   		93232.889		NaN				79263.617
[1,3,4,5,17]   		94181.757		NaN				79263.617
[1,3,4,5,18]   		91331.749		NaN				79263.617
[1,3,4,5,19]   		93822.128		NaN				79263.617
[1,3,4,6,7]    		100944.460		NaN				79263.617
[1,3,4,6,8]    		97204.532		NaN				79263.617
[1,3,4,6,9]    		95064.503		NaN				79263.617
[1,3,4,6,10]   		96616.953		NaN				79263.617
[1,3,4,6,11]   		100305.751		NaN				79263.617
[1,3,4,6,12]   		98542.149		NaN				79263.617
[1,3,4,6,13]   		101921.202		NaN				79263.617
[1,3,4,6,14]   		103260.358		NaN				79263.617
[1,3,4,6,15]   		101984.022		NaN				79263.617
[1,3,4,6,16]   		98363.002		NaN				79263.617
[1,3,4,6,17]   		100944.460		NaN				79263.617
[1,3,4,6,18]   		97550.999		NaN				79263.617
[1,3,4,6,19]   		94210.658		NaN				79263.617
[1,3,4,7,8]    		95241.273		NaN				79263.617
[1,3,4,7,9]    		93180.891		NaN				79263.617
[1,3,4,7,10]   		94725.248		NaN				79263.617
[1,3,4,7,11]   		99601.724		NaN				79263.617
[1,3,4,7,12]   		97411.137		NaN				79263.617
[1,3,4,7,13]   		100946.494		NaN				79263.617
[1,3,4,7,14]   		101281.688		NaN				79263.617
[1,3,4,7,15]   		100048.036		NaN				79263.617
[1,3,4,7,16]   		96578.868		NaN				79263.617
[1,3,4,7,17]   		101611.925		NaN				79263.617
[1,3,4,7,18]   		96424.740		NaN				79263.617
[1,3,4,7,19]   		92174.627		NaN				79263.617
[1,3,4,8,9]    		95543.799		NaN				79263.617
[1,3,4,8,10]   		95642.993		NaN				79263.617
[1,3,4,8,11]   		94753.058		NaN				79263.617
[1,3,4,8,12]   		93559.090		NaN				79263.617
[1,3,4,8,13]   		96152.505		NaN				79263.617
[1,3,4,8,14]   		97105.854		NaN				79263.617
[1,3,4,8,15]   		96304.324		NaN				79263.617
[1,3,4,8,16]   		94210.595		NaN				79263.617
[1,3,4,8,17]   		95241.273		NaN				79263.617
[1,3,4,8,18]   		92520.289		NaN				79263.617
[1,3,4,8,19]   		94209.159		NaN				79263.617
[1,3,4,9,10]   		94252.332		NaN				79263.617
[1,3,4,9,11]   		92654.358		NaN				79263.617
[1,3,4,9,12]   		91746.576		NaN				79263.617
[1,3,4,9,13]   		94020.853		NaN				79263.617
[1,3,4,9,14]   		94940.641		NaN				79263.617
[1,3,4,9,15]   		94616.506		NaN				79263.617
[1,3,4,9,16]   		92719.101		NaN				79263.617
[1,3,4,9,17]   		93180.891		NaN				79263.617
[1,3,4,9,18]   		90618.759		NaN				79263.617
[1,3,4,9,19]   		94058.301		NaN				79263.617
[1,3,4,10,11]  		94211.371		NaN				79263.617
[1,3,4,10,12]  		93911.623		NaN				79263.617
[1,3,4,10,13]  		95562.383		NaN				79263.617
[1,3,4,10,14]  		96576.453		NaN				79263.617
[1,3,4,10,15]  		95672.298		NaN				79263.617
[1,3,4,10,16]  		95110.337		NaN				79263.617
[1,3,4,10,17]  		94725.248		NaN				79263.617
[1,3,4,10,18]  		92890.000		NaN				79263.617
[1,3,4,10,19]  		93683.853		NaN				79263.617
[1,3,4,11,12]  		97852.801		NaN				79263.617
[1,3,4,11,13]  		100442.356		NaN				79263.617
[1,3,4,11,14]  		100415.530		NaN				79263.617
[1,3,4,11,15]  		99239.365		NaN				79263.617
[1,3,4,11,16]  		97073.471		NaN				79263.617
[1,3,4,11,17]  		99601.724		NaN				79263.617
[1,3,4,11,18]  		97197.450		NaN				79263.617
[1,3,4,11,19]  		91663.324		NaN				79263.617
[1,3,4,12,13]  		98607.618		NaN				79263.617
[1,3,4,12,14]  		98753.723		NaN				79263.617
[1,3,4,12,15]  		97440.080		NaN				79263.617
[1,3,4,12,16]  		96983.192		NaN				79263.617
