Hubs			Lower bound		Current_obj_fun		Best_obj_fun
[0,3,13,15,17]		101589.649		NaN				88389.526
[0,3,13,15,18]		98892.425		NaN				88389.526
[0,3,13,15,19]		95667.692		NaN				88389.526
[0,3,13,16,17]		98518.117		NaN				88389.526
[0,3,13,16,18]		99387.363		NaN				88389.526
[0,3,13,16,19]		95992.826		NaN				88389.526
[0,3,13,17,18]		98082.535		NaN				88389.526
[0,3,13,17,19]		95516.476		NaN				88389.526
[0,3,13,18,19]		94092.546		NaN				88389.526
[0,3,14,15,16]		94567.383		NaN				88389.526
[0,3,14,15,17]		95382.171		NaN				88389.526
[0,3,14,15,18]		93289.735		NaN				88389.526
[0,3,14,15,19]		91041.505		NaN				88389.526
[0,3,14,16,17]		91100.603		NaN				88389.526
[0,3,14,16,18]		91726.362		NaN				88389.526
[0,3,14,16,19]		88781.194		NaN				88389.526
[0,3,14,17,18]		90474.634		NaN				88389.526
[0,3,15,16,17]		96746.289		NaN				88389.526
[0,3,15,16,18]		99655.618		NaN				88389.526
[0,3,15,16,19]		96627.981		NaN				88389.526
[0,3,15,17,18]		96184.603		NaN				88389.526
[0,3,15,17,19]		93659.803		NaN				88389.526
[0,3,15,18,19]		94046.998		NaN				88389.526
[0,3,16,17,18]		95493.503		NaN				88389.526
[0,3,16,17,19]		92679.116		NaN				88389.526
[0,3,16,18,19]		97006.489		NaN				88389.526
[0,3,17,18,19]		90622.063		NaN				88389.526
[0,4,5,6,7]		91955.108		NaN				88389.526
[0,4,5,6,8]		103768.276		NaN				88389.526
[0,4,5,6,9]		102854.795		NaN				88389.526
[0,4,5,6,10]		102123.619		NaN				88389.526
[0,4,5,6,11]		90312.379		NaN				88389.526
[0,4,5,6,12]		93846.495		NaN				88389.526
[0,4,5,6,13]		94920.307		NaN				88389.526
[0,4,5,6,14]		105390.637		NaN				88389.526
[0,4,5,6,15]		104004.513		NaN				88389.526
[0,4,5,6,16]		94690.504		NaN				88389.526
[0,4,5,6,17]		91955.108		NaN				88389.526
[0,4,5,6,18]		92386.344		NaN				88389.526
[0,4,5,6,19]		102288.966		NaN				88389.526
[0,4,5,7,8]		94357.755		NaN				88389.526
[0,4,5,7,9]		93491.932		NaN				88389.526
[0,4,5,7,10]		93279.385		NaN				88389.526
[0,4,5,7,11]		92298.816		NaN				88389.526
[0,4,5,7,12]		90765.938		NaN				88389.526
[0,4,5,7,13]		95653.249		NaN				88389.526
[0,4,5,7,14]		92392.001		NaN				88389.526
[0,4,5,7,15]		94474.751		NaN				88389.526
[0,4,5,7,16]		91279.740		NaN				88389.526
[0,4,5,7,17]		96944.739		NaN				88389.526
[0,4,5,7,18]		89721.057		NaN				88389.526
[0,4,5,7,19]		92866.325		NaN				88389.526
[0,4,5,8,9]		108900.833		NaN				88389.526
[0,4,5,8,10]		107197.265		NaN				88389.526
[0,4,5,8,11]		93746.652		NaN				88389.526
[0,4,5,8,12]		98045.075		NaN				88389.526
[0,4,5,8,13]		98607.443		NaN				88389.526
[0,4,5,8,14]		104788.171		NaN				88389.526
[0,4,5,8,15]		106521.880		NaN				88389.526
[0,4,5,8,16]		99017.104		NaN				88389.526
[0,4,5,8,17]		94357.755		NaN				88389.526
[0,4,5,8,18]		96428.432		NaN				88389.526
[0,4,5,8,19]		107586.930		NaN				88389.526
[0,4,5,9,10]		106675.221		NaN				88389.526
[0,4,5,9,11]		92872.969		NaN				88389.526
[0,4,5,9,12]		97181.424		NaN				88389.526
[0,4,5,9,13]		97628.047		NaN				88389.526
[0,4,5,9,14]		104009.792		NaN				88389.526
[0,4,5,9,15]		105671.507		NaN				88389.526
[0,4,5,9,16]		98261.378		NaN				88389.526
[0,4,5,9,17]		93491.932		NaN				88389.526
[0,4,5,9,18]		95432.436		NaN				88389.526
[0,4,5,9,19]		107405.334		NaN				88389.526
[0,4,5,10,11]		92892.446		NaN				88389.526
[0,4,5,10,12]		97598.181		NaN				88389.526
[0,4,5,10,13]		97581.168		NaN				88389.526
[0,4,5,10,14]		103180.792		NaN				88389.526
[0,4,5,10,15]		104872.933		NaN				88389.526
[0,4,5,10,16]		98902.698		NaN				88389.526
[0,4,5,10,17]		93279.385		NaN				88389.526
[0,4,5,10,18]		95952.859		NaN				88389.526
[0,4,5,10,19]		106678.175		NaN				88389.526
[0,4,5,11,12]		92371.684		NaN				88389.526
[0,4,5,11,13]		95439.626		NaN				88389.526
[0,4,5,11,14]		91218.332		NaN				88389.526
[0,4,5,11,15]		93319.044		NaN				88389.526
[0,4,5,11,16]		92543.789		NaN				88389.526
[0,4,5,11,17]		92298.816		NaN				88389.526
[0,4,5,11,18]		91547.555		NaN				88389.526
[0,4,5,11,19]		92397.796		NaN				88389.526
[0,4,5,12,13]		95366.463		NaN				88389.526
[0,4,5,12,14]		95007.359		NaN				88389.526
[0,4,5,12,15]		96666.732		NaN				88389.526
[0,4,5,12,16]		96389.779		NaN				88389.526
[0,4,5,12,17]		90765.938		NaN				88389.526
[0,4,5,12,18]		98590.780		NaN				88389.526
[0,4,5,12,19]		96762.202		NaN				88389.526
[0,4,5,13,14]		96002.645		NaN				88389.526
[0,4,5,13,15]		97830.909		NaN				88389.526
[0,4,5,13,16]		95520.101		NaN				88389.526
[0,4,5,13,17]		95653.249		NaN				88389.526
[0,4,5,13,18]		94348.225		NaN				88389.526
[0,4,5,13,19]		97036.337		NaN				88389.526
[0,4,5,14,15]		104735.296		NaN				88389.526
[0,4,5,14,16]		95786.171		NaN				88389.526
[0,4,5,14,17]		92392.001		NaN				88389.526
[0,4,5,14,18]		93404.952		NaN				88389.526
[0,4,5,14,19]		103414.539		NaN				88389.526
[0,4,5,15,16]		97637.483		NaN				88389.526
[0,4,5,15,17]		94474.751		NaN				88389.526
[0,4,5,15,18]		95053.102		NaN				88389.526
[0,4,5,15,19]		105253.288		NaN				88389.526
[0,4,5,16,17]		91279.740		NaN				88389.526
[0,4,5,16,18]		95516.091		NaN				88389.526
[0,4,5,16,19]		98095.673		NaN				88389.526
[0,4,5,17,18]		89721.057		NaN				88389.526
[0,4,5,17,19]		92866.325		NaN				88389.526
[0,4,5,18,19]		95086.613		NaN				88389.526
[0,4,6,7,8]		95393.831		NaN				88389.526
[0,4,6,7,9]		92153.649		NaN				88389.526
[0,4,6,7,10]		92963.221		NaN				88389.526
[0,4,6,7,11]		96827.383		NaN				88389.526
[0,4,6,7,12]		95710.304		NaN				88389.526
[0,4,6,7,13]		102971.855		NaN				88389.526
[0,4,6,7,14]		103318.579		NaN				88389.526
[0,4,6,7,15]		102355.201		NaN				88389.526
[0,4,6,7,16]		94440.879		NaN				88389.526
[0,4,6,7,17]		104294.094		NaN				88389.526
[0,4,6,7,18]		94308.474		NaN				88389.526
[0,4,6,7,19]		89438.702		NaN				88389.526
[0,4,6,8,9]		111191.539		NaN				88389.526
[0,4,6,8,10]		107642.708		NaN				88389.526
[0,4,6,8,11]		92776.278		NaN				88389.526
[0,4,6,8,12]		99639.456		NaN				88389.526
[0,4,6,8,13]		99424.144		NaN				88389.526
[0,4,6,8,14]		116316.351		NaN				88389.526
[0,4,6,8,15]		112330.393		NaN				88389.526
[0,4,6,8,16]		99724.465		NaN				88389.526
[0,4,6,8,17]		95393.831		NaN				88389.526
[0,4,6,8,18]		97802.922		NaN				88389.526
[0,4,6,8,19]		104197.609		NaN				88389.526
[0,4,6,9,10]		105893.736		NaN				88389.526
[0,4,6,9,11]		90027.363		NaN				88389.526
[0,4,6,9,12]		95915.603		NaN				88389.526
[0,4,6,9,13]		95881.434		NaN				88389.526
[0,4,6,9,14]		110745.904		NaN				88389.526
[0,4,6,9,15]		107568.531		NaN				88389.526
[0,4,6,9,16]		96858.669		NaN				88389.526
[0,4,6,9,17]		92153.649		NaN				88389.526
[0,4,6,9,18]		94049.117		NaN				88389.526
[0,4,6,9,19]		103951.036		NaN				88389.526
[0,4,6,10,11]		91062.649		NaN				88389.526
[0,4,6,10,12]		97166.221		NaN				88389.526
[0,4,6,10,13]		96412.253		NaN				88389.526
[0,4,6,10,14]		108313.618		NaN				88389.526
[0,4,6,10,15]		105383.228		NaN				88389.526
[0,4,6,10,16]		98401.913		NaN				88389.526
[0,4,6,10,17]		92963.221		NaN				88389.526
[0,4,6,10,18]		95471.464		NaN				88389.526
[0,4,6,10,19]		103183.120		NaN				88389.526
[0,4,6,11,12]		95488.057		NaN				88389.526
[0,4,6,11,13]		98886.192		NaN				88389.526
[0,4,6,11,14]		99105.913		NaN				88389.526
[0,4,6,11,15]		97607.995		NaN				88389.526
[0,4,6,11,16]		94100.662		NaN				88389.526
[0,4,6,11,17]		96827.383		NaN				88389.526
[0,4,6,11,18]		94447.131		NaN				88389.526
[0,4,6,12,13]		100377.033		NaN				88389.526
[0,4,6,12,14]		107182.272		NaN				88389.526
[0,4,6,12,15]		103941.644		NaN				88389.526
[0,4,6,12,16]		100738.746		NaN				88389.526
[0,4,6,12,17]		95710.304		NaN				88389.526
[0,4,6,12,18]		105306.854		NaN				88389.526
[0,4,6,12,19]		92602.633		NaN				88389.526
[0,4,6,13,14]		108145.332		NaN				88389.526
[0,4,6,13,15]		106398.401		NaN				88389.526
[0,4,6,13,16]		98430.139		NaN				88389.526
[0,4,6,13,17]		102971.855		NaN				88389.526
[0,4,6,13,18]		98913.099		NaN				88389.526
[0,4,6,13,19]		92655.969		NaN				88389.526
[0,4,6,14,15]		123227.821		NaN				88389.526
[0,4,6,14,16]		104832.028		NaN				88389.526
[0,4,6,14,17]		103318.579		NaN				88389.526
[0,4,6,14,18]		104576.179		NaN				88389.526
[0,4,6,14,19]		104236.441		NaN				88389.526
[0,4,6,15,16]		101996.609		NaN				88389.526
[0,4,6,15,17]		102355.201		NaN				88389.526
[0,4,6,15,18]		101894.561		NaN				88389.526
[0,4,6,15,19]		102107.474		NaN				88389.526
[0,4,6,16,17]		94440.879		NaN				88389.526
[0,4,6,16,18]		99780.350		NaN				88389.526
[0,4,6,16,19]		93942.686		NaN				88389.526
[0,4,6,17,18]		94308.474		NaN				88389.526
[0,4,6,17,19]		89438.702		NaN				88389.526
[0,4,6,18,19]		91022.828		NaN				88389.526
[0,4,7,8,9]		96788.915		NaN				88389.526
[0,4,7,8,10]		96317.139		NaN				88389.526
[0,4,7,8,11]		94644.272		NaN				88389.526
[0,4,7,8,12]		93539.190		NaN				88389.526
[0,4,7,8,13]		98942.896		NaN				88389.526
[0,4,7,8,14]		95892.276		NaN				88389.526
[0,4,7,8,15]		97578.131		NaN				88389.526
[0,4,7,8,16]		93802.306		NaN				88389.526
[0,4,7,8,17]		100249.853		NaN				88389.526
[0,4,7,8,18]		92406.249		NaN				88389.526
[0,4,7,8,19]		93702.124		NaN				88389.526
[0,4,7,9,10]		94920.095		NaN				88389.526
[0,4,7,9,11]		92264.846		NaN				88389.526
[0,4,7,9,12]		91069.277		NaN				88389.526
[0,4,7,9,13]		96020.493		NaN				88389.526
[0,4,7,9,14]		92806.680		NaN				88389.526
[0,4,7,9,15]		94417.062		NaN				88389.526
[0,4,7,9,16]		91736.902		NaN				88389.526
[0,4,7,9,17]		97374.365		NaN				88389.526
[0,4,7,9,18]		89878.867		NaN				88389.526
[0,4,7,9,19]		93582.666		NaN				88389.526
[0,4,7,10,11]		92913.311		NaN				88389.526
[0,4,7,10,12]		92241.491		NaN				88389.526
[0,4,7,10,13]		96538.000		NaN				88389.526
[0,4,7,10,14]		93554.356		NaN				88389.526
[0,4,7,10,15]		95337.805		NaN				88389.526
[0,4,7,10,16]		93135.113		NaN				88389.526
[0,4,7,10,17]		97823.140		NaN				88389.526
[0,4,7,10,18]		91156.181		NaN				88389.526
[0,4,7,10,19]		93172.294		NaN				88389.526
[0,4,7,11,12]		97423.627		NaN				88389.526
[0,4,7,11,13]		101050.088		NaN				88389.526
[0,4,7,11,14]		97653.323		NaN				88389.526
[0,4,7,11,15]		98987.303		NaN				88389.526
[0,4,7,11,16]		96100.728		NaN				88389.526
[0,4,7,11,17]		101703.637		NaN				88389.526
[0,4,7,11,18]		96387.038		NaN				88389.526
[0,4,7,11,19]		90058.420		NaN				88389.526
[0,4,7,12,13]		99903.086		NaN				88389.526
[0,4,7,12,14]		96423.453		NaN				88389.526
[0,4,7,12,15]		97803.780		NaN				88389.526
[0,4,7,12,16]		95846.783		NaN				88389.526
[0,4,7,12,17]		100571.341		NaN				88389.526
[0,4,7,12,18]		98981.809		NaN				88389.526
[0,4,7,12,19]		88947.075		NaN				88389.526
[0,4,7,13,14]		103642.450		NaN				88389.526
[0,4,7,13,15]		105200.365		NaN				88389.526
[0,4,7,13,16]		98288.237		NaN				88389.526
[0,4,7,13,17]		107826.864		NaN				88389.526
[0,4,7,13,18]		98478.364		NaN				88389.526
[0,4,7,13,19]		93385.764		NaN				88389.526
[0,4,7,14,15]		102767.608		NaN				88389.526
[0,4,7,14,16]		95053.527		NaN				88389.526
[0,4,7,14,17]		104925.049		NaN				88389.526
[0,4,7,14,18]		94893.257		NaN				88389.526
[0,4,7,14,19]		90027.944		NaN				88389.526
[0,4,7,15,16]		96689.501		NaN				88389.526
[0,4,7,15,17]		106507.322		NaN				88389.526
[0,4,7,15,18]		96351.725		NaN				88389.526
[0,4,7,15,19]		92036.470		NaN				88389.526
[0,4,7,16,17]		99316.000		NaN				88389.526
[0,4,7,16,18]		95002.495		NaN				88389.526
[0,4,7,16,19]		89842.810		NaN				88389.526
[0,4,7,17,18]		99108.184		NaN				88389.526
[0,4,7,17,19]		94783.978		NaN				88389.526
[0,4,8,9,10]		112333.010		NaN				88389.526
[0,4,8,9,11]		95784.480		NaN				88389.526
[0,4,8,9,12]		102368.544		NaN				88389.526
[0,4,8,9,13]		101862.691		NaN				88389.526
[0,4,8,9,14]		112412.872		NaN				88389.526
[0,4,8,9,15]		112175.028		NaN				88389.526
[0,4,8,9,16]		103123.756		NaN				88389.526
[0,4,8,9,17]		96788.915		NaN				88389.526
[0,4,8,9,18]		100277.705		NaN				88389.526
[0,4,8,9,19]		110455.632		NaN				88389.526
[0,4,8,10,11]		95614.743		NaN				88389.526
[0,4,8,10,12]		102327.827		NaN				88389.526
[0,4,8,10,13]		101090.708		NaN				88389.526
[0,4,8,10,14]		108840.035		NaN				88389.526
[0,4,8,10,15]		108857.959		NaN				88389.526
[0,4,8,10,16]		103435.906		NaN				88389.526
[0,4,8,10,17]		96317.139		NaN				88389.526
[0,4,8,10,18]		100394.686		NaN				88389.526
[0,4,8,10,19]		109150.818		NaN				88389.526
[0,4,8,11,12]		94743.775		NaN				88389.526
[0,4,8,11,13]		97800.625		NaN				88389.526
[0,4,8,11,14]		93750.868		NaN				88389.526
[0,4,8,11,15]		95436.356		NaN				88389.526
[0,4,8,11,16]		94731.452		NaN				88389.526
[0,4,8,11,17]		94644.272		NaN				88389.526
[0,4,8,11,18]		93841.497		NaN				88389.526
[0,4,8,11,19]		93196.268		NaN				88389.526
[0,4,8,12,13]		99170.024		NaN				88389.526
[0,4,8,12,14]		100894.667		NaN				88389.526
[0,4,8,12,15]		101048.629		NaN				88389.526
[0,4,8,12,16]		101383.084		NaN				88389.526
[0,4,8,12,17]		93539.190		NaN				88389.526
[0,4,8,12,18]		104025.274		NaN				88389.526
[0,4,8,12,19]		98528.441		NaN				88389.526
[0,4,8,13,14]		100575.119		NaN				88389.526
[0,4,8,13,15]		101948.895		NaN				88389.526
[0,4,8,13,16]		99006.348		NaN				88389.526
[0,4,8,13,17]		98942.896		NaN				88389.526
[0,4,8,13,18]		97997.097		NaN				88389.526
[0,4,8,13,19]		98165.476		NaN				88389.526
[0,4,8,14,15]		113132.537		NaN				88389.526
[0,4,8,14,16]		100888.769		NaN				88389.526
[0,4,8,14,17]		95892.276		NaN				88389.526
[0,4,8,14,18]		98795.688		NaN				88389.526
[0,4,8,14,19]		105362.390		NaN				88389.526
[0,4,8,15,16]		101297.897		NaN				88389.526
[0,4,8,15,17]		97578.131		NaN				88389.526
[0,4,8,15,18]		99280.310		NaN				88389.526
[0,4,8,15,19]		106227.529		NaN				88389.526
[0,4,8,16,17]		93802.306		NaN				88389.526
[0,4,8,16,18]		100454.063		NaN				88389.526
[0,4,8,16,19]		99740.079		NaN				88389.526
[0,4,8,17,18]		92406.249		NaN				88389.526
[0,4,8,17,19]		93702.124		NaN				88389.526
[0,4,8,18,19]		96753.264		NaN				88389.526
[0,4,9,10,11]		94231.556		NaN				88389.526
[0,4,9,10,12]		100835.034		NaN				88389.526
[0,4,9,10,13]		99615.155		NaN				88389.526
[0,4,9,10,14]		107189.107		NaN				88389.526
[0,4,9,10,15]		107165.203		NaN				88389.526
[0,4,9,10,16]		101867.822		NaN				88389.526
[0,4,9,10,17]		94920.095		NaN				88389.526
[0,4,9,10,18]		98766.769		NaN				88389.526
[0,4,9,10,19]		108972.682		NaN				88389.526
[0,4,9,11,12]		92419.642		NaN				88389.526
[0,4,9,11,13]		95376.725		NaN				88389.526
[0,4,9,11,14]		91149.455		NaN				88389.526
[0,4,9,11,15]		92776.576		NaN				88389.526
[0,4,9,11,16]		92811.828		NaN				88389.526
[0,4,9,11,17]		92264.846		NaN				88389.526
[0,4,9,11,18]		91459.895		NaN				88389.526
[0,4,9,11,19]		93109.589		NaN				88389.526
[0,4,9,12,13]		96438.787		NaN				88389.526
[0,4,9,12,14]		97318.317		NaN				88389.526
[0,4,9,12,15]		97463.290		NaN				88389.526
[0,4,9,12,16]		98823.763		NaN				88389.526
[0,4,9,12,17]		91069.277		NaN				88389.526
[0,4,9,12,18]		100645.523		NaN				88389.526
[0,4,9,12,19]		98455.148		NaN				88389.526
[0,4,9,13,14]		97179.910		NaN				88389.526
[0,4,9,13,15]		98495.319		NaN				88389.526
[0,4,9,13,16]		96679.619		NaN				88389.526
[0,4,9,13,17]		96020.493		NaN				88389.526
[0,4,9,13,18]		95208.391		NaN				88389.526
[0,4,9,13,19]		97966.055		NaN				88389.526
[0,4,9,14,15]		108418.345		NaN				88389.526
[0,4,9,14,16]		98170.475		NaN				88389.526
[0,4,9,14,17]		92806.680		NaN				88389.526
[0,4,9,14,18]		95189.384		NaN				88389.526
[0,4,9,14,19]		105285.724		NaN				88389.526
[0,4,9,15,16]		98521.236		NaN				88389.526
[0,4,9,15,17]		94417.062		NaN				88389.526
[0,4,9,15,18]		95637.503		NaN				88389.526
[0,4,9,15,19]		105996.783		NaN				88389.526
[0,4,9,16,17]		91736.902		NaN				88389.526
[0,4,9,16,18]		97752.557		NaN				88389.526
[0,4,9,16,19]		99609.715		NaN				88389.526
[0,4,9,17,18]		89878.867		NaN				88389.526
[0,4,9,17,19]		93582.666		NaN				88389.526
[0,4,9,18,19]		96545.490		NaN				88389.526
[0,4,10,11,12]		93657.414		NaN				88389.526
[0,4,10,11,13]		96119.493		NaN				88389.526
[0,4,10,11,14]		92122.845		NaN				88389.526
[0,4,10,11,15]		93916.291		NaN				88389.526
[0,4,10,11,16]		94274.161		NaN				88389.526
[0,4,10,11,17]		92913.311		NaN				88389.526
[0,4,10,11,18]		92801.332		NaN				88389.526
[0,4,10,11,19]		92752.753		NaN				88389.526
[0,4,10,12,13]		97355.610		NaN				88389.526
[0,4,10,12,14]		98507.038		NaN				88389.526
[0,4,10,12,15]		98818.337		NaN				88389.526
[0,4,10,12,16]		100053.531		NaN				88389.526
[0,4,10,12,17]		92241.491		NaN				88389.526
[0,4,10,12,18]		101678.784		NaN				88389.526
[0,4,10,12,19]		98453.872		NaN				88389.526
[0,4,10,13,14]		97648.833		NaN				88389.526
[0,4,10,13,15]		99130.567		NaN				88389.526
[0,4,10,13,16]		97889.069		NaN				88389.526
[0,4,10,13,17]		96538.000		NaN				88389.526
[0,4,10,13,18]		96296.943		NaN				88389.526
[0,4,10,13,19]		97725.603		NaN				88389.526
[0,4,10,14,15]		106194.602		NaN				88389.526
[0,4,10,14,16]		99651.823		NaN				88389.526
[0,4,10,14,17]		93554.356		NaN				88389.526
[0,4,10,14,18]		96549.835		NaN				88389.526
[0,4,10,14,19]		104421.592		NaN				88389.526
[0,4,10,15,16]		100168.909		NaN				88389.526
[0,4,10,15,17]		95337.805		NaN				88389.526
[0,4,10,15,18]		97164.278		NaN				88389.526
[0,4,10,15,19]		105257.865		NaN				88389.526
[0,4,10,16,17]		93135.113		NaN				88389.526
[0,4,10,16,18]		99142.435		NaN				88389.526
[0,4,10,16,19]		99720.615		NaN				88389.526
[0,4,10,17,18]		91156.181		NaN				88389.526
[0,4,10,17,19]		93172.294		NaN				88389.526
[0,4,10,18,19]		96633.205		NaN				88389.526
[0,4,11,12,13]		100524.430		NaN				88389.526
[0,4,11,12,14]		96597.572		NaN				88389.526
[0,4,11,12,15]		98122.171		NaN				88389.526
[0,4,11,12,16]		97907.463		NaN				88389.526
[0,4,11,12,17]		97423.627		NaN				88389.526
[0,4,11,12,18]		100291.865		NaN				88389.526
[0,4,11,12,19]		90522.081		NaN				88389.526
[0,4,11,13,14]		99907.923		NaN				88389.526
[0,4,11,13,15]		101550.062		NaN				88389.526
[0,4,11,13,16]		99173.379		NaN				88389.526
[0,4,11,13,17]		101050.088		NaN				88389.526
[0,4,11,13,18]		99434.065		NaN				88389.526
[0,4,11,13,19]		93248.444		NaN				88389.526
[0,4,11,14,15]		98430.613		NaN				88389.526
[0,4,11,14,16]		95136.781		NaN				88389.526
[0,4,11,14,17]		97653.323		NaN				88389.526
[0,4,11,14,18]		95426.026		NaN				88389.526
[0,4,11,14,19]		88881.866		NaN				88389.526
[0,4,11,15,16]		96869.614		NaN				88389.526
[0,4,11,15,17]		98987.303		NaN				88389.526
[0,4,11,15,18]		97083.755		NaN				88389.526
[0,4,11,15,19]		90907.131		NaN				88389.526
[0,4,11,16,17]		96100.728		NaN				88389.526
[0,4,11,16,18]		97081.989		NaN				88389.526
[0,4,11,16,19]		91113.321		NaN				88389.526
[0,4,11,17,18]		96387.038		NaN				88389.526
[0,4,11,17,19]		90058.420		NaN				88389.526
[0,4,11,18,19]		89597.630		NaN				88389.526
[0,4,12,13,14]		101569.645		NaN				88389.526
[0,4,12,13,15]		102812.116		NaN				88389.526
[0,4,12,13,16]		101524.627		NaN				88389.526
[0,4,12,13,17]		99903.086		NaN				88389.526
[0,4,12,13,18]		104887.483		NaN				88389.526
[0,4,12,13,19]		93797.157		NaN				88389.526
[0,4,12,14,15]		104916.823		NaN				88389.526
[0,4,12,14,16]		102045.883		NaN				88389.526
[0,4,12,14,17]		96423.453		NaN				88389.526
[0,4,12,14,18]		106429.434		NaN				88389.526
[0,4,12,14,19]		93941.557		NaN				88389.526
[0,4,12,15,16]		102441.822		NaN				88389.526
[0,4,12,15,17]		97803.780		NaN				88389.526
[0,4,12,15,18]		106755.745		NaN				88389.526
[0,4,12,15,19]		94942.591		NaN				88389.526
[0,4,12,16,17]		95846.783		NaN				88389.526
[0,4,12,16,18]		106207.480		NaN				88389.526
[0,4,12,16,19]		95917.893		NaN				88389.526
[0,4,12,17,18]		98981.809		NaN				88389.526
[0,4,12,17,19]		88947.075		NaN				88389.526
[0,4,12,18,19]		97671.372		NaN				88389.526
[0,4,13,14,15]		107397.404		NaN				88389.526
[0,4,13,14,16]		99602.553		NaN				88389.526
[0,4,13,14,17]		103642.450		NaN				88389.526
[0,4,13,14,18]		99994.277		NaN				88389.526
[0,4,13,14,19]		93890.656		NaN				88389.526
[0,4,13,15,16]		101078.183		NaN				88389.526
[0,4,13,15,17]		105200.365		NaN				88389.526
[0,4,13,15,18]		101348.058		NaN				88389.526
[0,4,13,15,19]		95604.210		NaN				88389.526
[0,4,13,16,17]		98288.237		NaN				88389.526
[0,4,13,16,18]		100722.204		NaN				88389.526
[0,4,13,16,19]		94332.728		NaN				88389.526
[0,4,13,17,18]		98478.364		NaN				88389.526
[0,4,13,17,19]		93385.764		NaN				88389.526
[0,4,13,18,19]		92678.596		NaN				88389.526
[0,4,14,15,16]		103006.103		NaN				88389.526
[0,4,14,15,17]		102767.608		NaN				88389.526
[0,4,14,15,18]		102727.484		NaN				88389.526
[0,4,14,15,19]		102917.561		NaN				88389.526
[0,4,14,16,17]		95053.527		NaN				88389.526
[0,4,14,16,18]		100963.064		NaN				88389.526
[0,4,14,16,19]		95190.703		NaN				88389.526
[0,4,14,17,18]		94893.257		NaN				88389.526
[0,4,14,17,19]		90027.944		NaN				88389.526
[0,4,14,18,19]		92099.306		NaN				88389.526
[0,4,15,16,17]		96689.501		NaN				88389.526
[0,4,15,16,18]		101567.873		NaN				88389.526
[0,4,15,16,19]		96295.274		NaN				88389.526
[0,4,15,17,18]		96351.725		NaN				88389.526
[0,4,15,17,19]		92036.470		NaN				88389.526
[0,4,15,18,19]		93228.638		NaN				88389.526
[0,4,16,17,18]		95002.495		NaN				88389.526
[0,4,16,17,19]		89842.810		NaN				88389.526
[0,4,16,18,19]		94911.523		NaN				88389.526
[0,5,6,7,8]		91216.708		NaN				88389.526
[0,5,6,7,9]		90348.695		NaN				88389.526
[0,5,6,7,10]		90012.981		NaN				88389.526
[0,5,6,7,11]		88925.331		NaN				88389.526
[0,5,6,7,13]		92401.901		NaN				88389.526
[0,5,6,7,14]		92586.922		NaN				88389.526
[0,5,6,7,15]		92173.347		NaN				88389.526
[0,5,6,7,17]		93660.947		NaN				88389.526
[0,5,6,7,19]		89817.187		NaN				88389.526
[0,5,6,8,9]		107864.236		NaN				88389.526
[0,5,6,8,10]		106194.733		NaN				88389.526
[0,5,6,8,11]		90419.882		NaN				88389.526
[0,5,6,8,12]		95982.814		NaN				88389.526
[0,5,6,8,13]		94912.721		NaN				88389.526
[0,5,6,8,14]		107234.875		NaN				88389.526
[0,5,6,8,15]		106817.163		NaN				88389.526
[0,5,6,8,16]		97510.057		NaN				88389.526
[0,5,6,8,17]		91216.708		NaN				88389.526
[0,5,6,8,18]		94312.674		NaN				88389.526
[0,5,6,8,19]		106655.439		NaN				88389.526
[0,5,6,9,10]		105607.157		NaN				88389.526
[0,5,6,9,11]		89480.668		NaN				88389.526
[0,5,6,9,12]		95053.632		NaN				88389.526
[0,5,6,9,13]		93867.793		NaN				88389.526
[0,5,6,9,14]		106265.536		NaN				88389.526
[0,5,6,9,15]		105812.110		NaN				88389.526
[0,5,6,9,16]		96688.800		NaN				88389.526
[0,5,6,9,17]		90348.695		NaN				88389.526
[0,5,6,9,18]		93251.147		NaN				88389.526
[0,5,6,9,19]		106319.858		NaN				88389.526
[0,5,6,10,11]		89504.761		NaN				88389.526
[0,5,6,10,12]		95501.489		NaN				88389.526
[0,5,6,10,13]		93805.785		NaN				88389.526
[0,5,6,10,14]		105652.366		NaN				88389.526
[0,5,6,10,15]		105162.892		NaN				88389.526
[0,5,6,10,16]		97361.219		NaN				88389.526
[0,5,6,10,17]		90012.981		NaN				88389.526
[0,5,6,10,18]		93802.668		NaN				88389.526
[0,5,6,10,19]		105723.695		NaN				88389.526
[0,5,6,11,12]		88996.576		NaN				88389.526
[0,5,6,11,13]		91548.049		NaN				88389.526
[0,5,6,11,14]		92073.879		NaN				88389.526
[0,5,6,11,15]		91223.990		NaN				88389.526
[0,5,6,11,16]		89031.849		NaN				88389.526
[0,5,6,11,17]		88925.331		NaN				88389.526
[0,5,6,11,19]		89195.024		NaN				88389.526
[0,5,6,12,13]		91488.090		NaN				88389.526
[0,5,6,12,14]		96877.740		NaN				88389.526
[0,5,6,12,15]		96020.867		NaN				88389.526
[0,5,6,12,16]		94183.181		NaN				88389.526
[0,5,6,12,18]		96395.829		NaN				88389.526
[0,5,6,12,19]		94759.641		NaN				88389.526
[0,5,6,13,14]		96248.703		NaN				88389.526
[0,5,6,13,15]		95450.231		NaN				88389.526
[0,5,6,13,16]		91524.529		NaN				88389.526
[0,5,6,13,17]		92401.901		NaN				88389.526
[0,5,6,13,18]		90543.793		NaN				88389.526
[0,5,6,13,19]		93401.314		NaN				88389.526
