Hubs		Lower bound		Best objective function
[0,2,9,10,14]		95327.85845626122		88389.52635078598
[0,2,9,10,15]		104587.31203839644		88389.52635078598
[0,2,9,10,16]		101929.36932070472		88389.52635078598
[0,2,9,10,17]		94957.88301826201		88389.52635078598
[0,2,9,10,18]		98684.40135465024		88389.52635078598
[0,2,9,10,19]		106032.17425837231		88389.52635078598
[0,2,9,11,12]		95312.40189735377		88389.52635078598
[0,2,9,11,13]		96486.58466282349		88389.52635078598
[0,2,9,11,14]		88269.63073059928		88389.52635078598
[0,2,9,11,15]		96232.72182343795		88389.52635078598
[0,2,9,11,16]		95598.05551111528		88389.52635078598
[0,2,9,11,17]		92992.73364466148		88389.52635078598
[0,2,9,11,18]		94259.52246721875		88389.52635078598
[0,2,9,11,19]		97083.63407933761		88389.52635078598
[0,2,9,12,13]		94891.08673606293		88389.52635078598
[0,2,9,12,14]		89124.69855263998		88389.52635078598
[0,2,9,12,15]		98525.76932324783		88389.52635078598
[0,2,9,12,16]		98536.94449039514		88389.52635078598
[0,2,9,12,17]		91229.01552143112		88389.52635078598
[0,2,9,12,18]		99876.04089157251		88389.52635078598
[0,2,9,12,19]		99502.78256912527		88389.52635078598
[0,2,9,13,14]		90653.12628356773		88389.52635078598
[0,2,9,13,15]		97847.71541570056		88389.52635078598
[0,2,9,13,16]		95484.18077323578		88389.52635078598
[0,2,9,13,17]		95842.1742586063		88389.52635078598
[0,2,9,13,18]		93851.31154381917		88389.52635078598
[0,2,9,13,19]		97962.17248907773		88389.52635078598
[0,2,9,14,15]		96433.51104685059		88389.52635078598
[0,2,9,14,16]		90772.40835092895		88389.52635078598
[0,2,9,14,17]		89089.71000985113		88389.52635078598
[0,2,9,14,18]		87633.5226557366		88389.52635078598
[0,2,9,14,19]		95052.88769688041		88389.52635078598
[0,2,9,15,16]		100117.74317172707		88389.52635078598
[0,2,9,15,17]		95339.65309256788		88389.52635078598
[0,2,9,15,18]		97123.7242872314		88389.52635078598
[0,2,9,15,19]		104259.51584471189		88389.52635078598
[0,2,9,16,17]		92109.83570665066		88389.52635078598
[0,2,9,16,18]		97440.01211365979		88389.52635078598
[0,2,9,16,19]		101274.88605867178		88389.52635078598
[0,2,9,17,18]		90083.18132807253		88389.52635078598
[0,2,9,17,19]		94873.32543875225		88389.52635078598
[0,2,9,18,19]		98013.29471926732		88389.52635078598
[0,2,10,11,12]		96821.50439461492		88389.52635078598
[0,2,10,11,13]		97492.83629001552		88389.52635078598
[0,2,10,11,14]		89257.25740161724		88389.52635078598
[0,2,10,11,15]		97367.26188330172		88389.52635078598
[0,2,10,11,16]		97331.7195254505		88389.52635078598
[0,2,10,11,17]		93703.31987424003		88389.52635078598
[0,2,10,11,18]		95872.28916907005		88389.52635078598
[0,2,10,11,19]		96454.35037910659		88389.52635078598
[0,2,10,12,13]		96590.27349181267		88389.52635078598
[0,2,10,12,14]		90773.38298100911		88389.52635078598
[0,2,10,12,15]		100321.36714046275		88389.52635078598
[0,2,10,12,16]		100476.32126369758		88389.52635078598
[0,2,10,12,17]		92420.71668979053		88389.52635078598
[0,2,10,12,18]		101618.91135988012		88389.52635078598
[0,2,10,12,19]		99318.88969753726		88389.52635078598
[0,2,10,13,14]		91743.338713095		88389.52635078598
[0,2,10,13,15]		99084.84123407361		88389.52635078598
[0,2,10,13,16]		97407.92904605962		88389.52635078598
[0,2,10,13,17]		96496.61319739326		88389.52635078598
[0,2,10,13,18]		95654.16250415906		88389.52635078598
[0,2,10,13,19]		97577.38712648986		88389.52635078598
[0,2,10,14,15]		97491.27740508778		88389.52635078598
[0,2,10,14,16]		92645.65429637219		88389.52635078598
[0,2,10,14,17]		89618.66335275296		88389.52635078598
[0,2,10,14,18]		89385.87128869587		88389.52635078598
[0,2,10,14,19]		94605.2941159009		88389.52635078598
[0,2,10,15,16]		102137.90250601606		88389.52635078598
[0,2,10,15,17]		96015.51982431552		88389.52635078598
[0,2,10,15,18]		99022.98630903644		88389.52635078598
[0,2,10,15,19]		103897.22078938258		88389.52635078598
[0,2,10,16,17]		93526.09839208417		88389.52635078598
[0,2,10,16,18]		99539.49949010144		88389.52635078598
[0,2,10,16,19]		101203.16918908505		88389.52635078598
[0,2,10,17,18]		91378.54670102207		88389.52635078598
[0,2,10,17,19]		94167.01971329894		88389.52635078598
[0,2,10,18,19]		97918.39250668285		88389.52635078598
[0,2,11,12,13]		100007.12812178038		88389.52635078598
[0,2,11,12,14]		91970.49650439167		88389.52635078598
[0,2,11,12,15]		100009.69067951947		88389.52635078598
[0,2,11,12,16]		99604.38139355987		88389.52635078598
[0,2,11,12,17]		96704.56941880909		88389.52635078598
[0,2,11,12,18]		101740.76356758329		88389.52635078598
[0,2,11,12,19]		94236.86936901217		88389.52635078598
[0,2,11,13,14]		94727.6789702082		88389.52635078598
[0,2,11,13,15]		102107.5509243414		88389.52635078598
[0,2,11,13,16]		99149.21460644642		88389.52635078598
[0,2,11,13,17]		100252.18059055482		88389.52635078598
[0,2,11,13,18]		99114.92973220695		88389.52635078598
[0,2,11,13,19]		95268.69434729096		88389.52635078598
[0,2,11,14,15]		95378.20314394691		88389.52635078598
[0,2,11,14,16]		90922.9695593116		88389.52635078598
[0,2,11,14,17]		93053.3307306713		88389.52635078598
[0,2,11,14,18]		90950.51205309608		88389.52635078598
[0,2,11,14,19]		87133.42440108972		88389.52635078598
[0,2,11,15,16]		99052.71223530103		88389.52635078598
[0,2,11,15,17]		99222.26108833058		88389.52635078598
[0,2,11,15,18]		99065.96434906742		88389.52635078598
[0,2,11,15,19]		95092.83743406626		88389.52635078598
[0,2,11,16,17]		95887.26972584028		88389.52635078598
[0,2,11,16,18]		98685.77451457462		88389.52635078598
[0,2,11,16,19]		94721.57683313101		88389.52635078598
[0,2,11,17,18]		95884.84129702745		88389.52635078598
[0,2,11,17,19]		91633.3721542719		88389.52635078598
[0,2,11,18,19]		93219.28511697025		88389.52635078598
[0,2,12,13,14]		92813.91412415686		88389.52635078598
[0,2,12,13,15]		100035.94228663588		88389.52635078598
[0,2,12,13,16]		98545.27970082792		88389.52635078598
[0,2,12,13,17]		97886.2891121011		88389.52635078598
[0,2,12,13,18]		101290.69626130033		88389.52635078598
[0,2,12,13,19]		93675.68078574557		88389.52635078598
[0,2,12,14,15]		95725.2828838361		88389.52635078598
[0,2,12,14,16]		92287.06844858291		88389.52635078598
[0,2,12,14,17]		90681.55624072971		88389.52635078598
[0,2,12,14,18]		95041.0258428625		88389.52635078598
[0,2,12,14,19]		88022.64335255123		88389.52635078598
[0,2,12,15,16]		101920.93384669942		88389.52635078598
[0,2,12,15,17]		96968.97162029534		88389.52635078598
[0,2,12,15,18]		104518.64587832135		88389.52635078598
[0,2,12,15,19]		97420.03606329692		88389.52635078598
[0,2,12,16,17]		94840.18982824053		88389.52635078598
[0,2,12,16,18]		103602.96382869006		88389.52635078598
[0,2,12,16,19]		97544.77570745867		88389.52635078598
[0,2,12,17,18]		97446.93375314423		88389.52635078598
[0,2,12,17,19]		90084.94008890806		88389.52635078598
[0,2,12,18,19]		98762.13922069255		88389.52635078598
[0,2,13,14,15]		98163.02554394238		88389.52635078598
[0,2,13,14,16]		91920.47135870084		88389.52635078598
[0,2,13,14,17]		96066.3643981649		88389.52635078598
[0,2,13,14,18]		91723.85469973012		88389.52635078598
[0,2,13,14,19]		89256.91108607026		88389.52635078598
[0,2,13,15,16]		99347.85511834231		88389.52635078598
[0,2,13,15,17]		102512.65505591848		88389.52635078598
[0,2,13,15,18]		99105.32019407509		88389.52635078598
[0,2,13,15,19]		96447.82215834095		88389.52635078598
[0,2,13,16,17]		97275.12391309638		88389.52635078598
[0,2,13,16,18]		97781.06525950896		88389.52635078598
[0,2,13,16,19]		94467.82867327577		88389.52635078598
[0,2,13,17,18]		96810.33545651592		88389.52635078598
[0,2,13,17,19]		94392.12871098326		88389.52635078598
[0,2,13,18,19]		92671.2007715949		88389.52635078598
[0,2,14,15,16]		96091.81147665864		88389.52635078598
[0,2,14,15,17]		96510.14883814275		88389.52635078598
[0,2,14,15,18]		94343.26008661566		88389.52635078598
[0,2,14,15,19]		95107.12304860007		88389.52635078598
[0,2,14,16,17]		90158.91695305974		88389.52635078598
[0,2,14,16,18]		91255.00593596423		88389.52635078598
[0,2,14,16,19]		89869.40700119754		88389.52635078598
[0,2,14,17,18]		89504.82153761876		88389.52635078598
[0,2,14,17,19]		87764.82533014796		88389.52635078598
[0,2,14,18,19]		86566.76263374092		88389.52635078598
[0,2,15,16,17]		96568.61060004843		88389.52635078598
[0,2,15,16,18]		100978.00219496764		88389.52635078598
[0,2,15,16,19]		99211.06376213349		88389.52635078598
[0,2,15,17,18]		95932.2905266197		88389.52635078598
[0,2,15,17,19]		94011.09035300257		88389.52635078598
[0,2,15,18,19]		96053.28620537357		88389.52635078598
[0,2,16,17,18]		93981.88236236671		88389.52635078598
[0,2,16,17,19]		91164.81412448492		88389.52635078598
[0,2,16,18,19]		96440.08276686053		88389.52635078598
[0,2,17,18,19]		88974.40107364256		88389.52635078598
[0,3,4,5,6]		91616.19684237873		88389.52635078598
[0,3,4,5,7]		93316.34633912682		88389.52635078598
[0,3,4,5,8]		94679.6086726666		88389.52635078598
[0,3,4,5,9]		93781.35969799597		88389.52635078598
[0,3,4,5,10]		93887.977890043		88389.52635078598
[0,3,4,5,11]		93255.86259737946		88389.52635078598
[0,3,4,5,12]		91416.76861171969		88389.52635078598
[0,3,4,5,13]		94602.15660887453		88389.52635078598
[0,3,4,5,14]		92428.01792834894		88389.52635078598
[0,3,4,5,15]		95012.90776993518		88389.52635078598
[0,3,4,5,16]		92547.31732149028		88389.52635078598
[0,3,4,5,17]		93316.34633912682		88389.52635078598
[0,3,4,5,18]		90410.64214991822		88389.52635078598
[0,3,4,5,19]		93334.75866555999		88389.52635078598
[0,3,4,6,7]		95017.82861384864		88389.52635078598
[0,3,4,6,8]		92639.90881758735		88389.52635078598
[0,3,4,6,9]		90478.16593098742		88389.52635078598
[0,3,4,6,10]		91527.28289702724		88389.52635078598
[0,3,4,6,11]		94530.36854639265		88389.52635078598
[0,3,4,6,12]		92500.96210447994		88389.52635078598
[0,3,4,6,13]		95869.15024165936		88389.52635078598
[0,3,4,6,14]		97867.03042389502		88389.52635078598
[0,3,4,6,15]		96859.1673473171		88389.52635078598
[0,3,4,6,16]		92774.04420934308		88389.52635078598
[0,3,4,6,17]		95017.82861384863		88389.52635078598
[0,3,4,6,18]		91495.9470158669		88389.52635078598
[0,3,4,6,19]		89032.50727464366		88389.52635078598
[0,3,4,7,8]		94071.52435559897		88389.52635078598
[0,3,4,7,9]		92259.7789435865		88389.52635078598
[0,3,4,7,10]		92938.27837445171		88389.52635078598
[0,3,4,7,11]		97036.28489553045		88389.52635078598
[0,3,4,7,12]		94272.45145147265		88389.52635078598
[0,3,4,7,13]		98775.44792134501		88389.52635078598
[0,3,4,7,14]		95599.85589884435		88389.52635078598
[0,3,4,7,15]		97866.21894090576		88389.52635078598
[0,3,4,7,16]		93975.76972128557		88389.52635078598
[0,3,4,7,17]		99973.6294510635		88389.52635078598
[0,3,4,7,18]		93288.85811336775		88389.52635078598
[0,3,4,7,19]		91008.28263268585		88389.52635078598
[0,3,4,8,9]		95584.40493481499		88389.52635078598
[0,3,4,8,10]		95325.20927179226		88389.52635078598
[0,3,4,8,11]		93998.39610651328		88389.52635078598
[0,3,4,8,12]		92346.46986122595		88389.52635078598
[0,3,4,8,13]		95368.53060582042		88389.52635078598
[0,3,4,8,14]		93415.87952653746		88389.52635078598
[0,3,4,8,15]		95864.72052802716		88389.52635078598
[0,3,4,8,16]		93292.59078564346		88389.52635078598
[0,3,4,8,17]		94071.52435559897		88389.52635078598
[0,3,4,8,18]		91262.19450171819		88389.52635078598
[0,3,4,8,19]		93898.90008453789		88389.52635078598
[0,3,4,9,10]		94200.27414756668		88389.52635078598
[0,3,4,9,11]		92126.07651852773		88389.52635078598
[0,3,4,9,12]		90526.69143552775		88389.52635078598
[0,3,4,9,13]		93489.62564612583		88389.52635078598
[0,3,4,9,14]		91352.18061503526		88389.52635078598
[0,3,4,9,15]		93747.58413229126		88389.52635078598
[0,3,4,9,16]		91877.32099189635		88389.52635078598
[0,3,4,9,17]		92259.77894358648		88389.52635078598
[0,3,4,9,18]		89384.9475377537		88389.52635078598
[0,3,4,9,19]		93784.8054650545		88389.52635078598
[0,3,4,10,11]		92841.1522386858		88389.52635078598
[0,3,4,10,12]		91722.49962083032		88389.52635078598
[0,3,4,10,13]		94162.4380685398		88389.52635078598
[0,3,4,10,14]		92363.86507453308		88389.52635078598
[0,3,4,10,15]		94868.817808617		88389.52635078598
[0,3,4,10,16]		93297.69069427301		88389.52635078598
[0,3,4,10,17]		92938.27837445172		88389.52635078598
[0,3,4,10,18]		90684.4199276464		88389.52635078598
[0,3,4,10,19]		93444.60829737489		88389.52635078598
[0,3,4,11,12]		95637.69043701506		88389.52635078598
[0,3,4,11,13]		98838.92934601696		88389.52635078598
[0,3,4,11,14]		95340.07091164158		88389.52635078598
[0,3,4,11,15]		97761.57364702056		88389.52635078598
[0,3,4,11,16]		94877.3694141114		88389.52635078598
[0,3,4,11,17]		97036.2848955304		88389.52635078598
[0,3,4,11,18]		94695.93802378699		88389.52635078598
[0,3,4,11,19]		90868.92762034849		88389.52635078598
[0,3,4,12,13]		96076.70191058454		88389.52635078598
[0,3,4,12,14]		93488.18295390536		88389.52635078598
[0,3,4,12,15]		95816.24299848384		88389.52635078598
[0,3,4,12,16]		94560.2054590483		88389.52635078598
[0,3,4,12,17]		94272.45145147263		88389.52635078598
[0,3,4,12,18]		96757.86575948351		88389.52635078598
[0,3,4,12,19]		89458.82979630177		88389.52635078598
[0,3,4,13,14]		96740.28504024961		88389.52635078598
[0,3,4,13,15]		99115.84286657782		88389.52635078598
[0,3,4,13,16]		95542.9815818738		88389.52635078598
[0,3,4,13,17]		98775.44792134498		88389.52635078598
[0,3,4,13,18]		95174.92219283665		88389.52635078598
[0,3,4,13,19]		92235.59667467861		88389.52635078598
[0,3,4,14,15]		97713.49291007395		88389.52635078598
[0,3,4,14,16]		93533.60625953203		88389.52635078598
[0,3,4,14,17]		95599.85589884434		88389.52635078598
[0,3,4,14,18]		92295.89513512352		88389.52635078598
[0,3,4,14,19]		89996.67831161333		88389.52635078598
[0,3,4,15,16]		95945.11917485711		88389.52635078598
[0,3,4,15,17]		97866.21894090573		88389.52635078598
[0,3,4,15,18]		94784.35466802356		88389.52635078598
[0,3,4,15,19]		92517.75425928581		88389.52635078598
[0,3,4,16,17]		93975.76972128556		88389.52635078598
[0,3,4,16,18]		93591.92521661104		88389.52635078598
[0,3,4,16,19]		91008.51320302772		88389.52635078598
[0,3,4,17,18]		93288.85811336772		88389.52635078598
[0,3,4,17,19]		91008.28263268585		88389.52635078598
[0,3,4,18,19]		88352.38107662082		88389.52635078598
[0,3,5,6,7]		89904.7326180031		88389.52635078598
[0,3,5,6,8]		92325.49402788849		88389.52635078598
[0,3,5,6,9]		91376.40429068133		88389.52635078598
[0,3,5,6,10]		91421.16527810993		88389.52635078598
[0,3,5,6,11]		90305.24525072816		88389.52635078598
[0,3,5,6,12]		88961.81918195297		88389.52635078598
[0,3,5,6,13]		91274.41415294717		88389.52635078598
[0,3,5,6,14]		93804.60918156113		88389.52635078598
[0,3,5,6,15]		93457.87731659145		88389.52635078598
[0,3,5,6,16]		90315.9498968078		88389.52635078598
[0,3,5,6,17]		89904.73261800312		88389.52635078598
[0,3,5,6,18]		88025.83153507471		88389.52635078598
[0,3,5,6,19]		90989.92843480463		88389.52635078598
[0,3,5,7,8]		96543.54269923057		88389.52635078598
[0,3,5,7,9]		95639.18306158739		88389.52635078598
[0,3,5,7,10]		95786.96800746371		88389.52635078598
[0,3,5,7,11]		96127.2358662328		88389.52635078598
[0,3,5,7,12]		93602.01667614216		88389.52635078598
[0,3,5,7,13]		97972.40091043318		88389.52635078598
[0,3,5,7,14]		90366.17016936018		88389.52635078598
[0,3,5,7,15]		96230.62882927584		88389.52635078598
[0,3,5,7,16]		94293.59243316101		88389.52635078598
[0,3,5,7,17]		99087.9294104042		88389.52635078598
[0,3,5,7,18]		92755.99597003072		88389.52635078598
[0,3,5,7,19]		95168.29831854353		88389.52635078598
[0,3,5,8,9]		104020.43151745814		88389.52635078598
[0,3,5,8,10]		103106.72065155716		88389.52635078598
[0,3,5,8,11]		100343.23479952713		88389.52635078598
[0,3,5,8,12]		99853.82124665035		88389.52635078598
[0,3,5,8,13]		99747.61530591382		88389.52635078598
[0,3,5,8,14]		92717.53076781606		88389.52635078598
[0,3,5,8,15]		100728.86484883551		88389.52635078598
[0,3,5,8,16]		101028.59207420755		88389.52635078598
[0,3,5,8,17]		96543.54269923057		88389.52635078598
[0,3,5,8,18]		98732.08647555762		88389.52635078598
[0,3,5,8,19]		103003.19850708736		88389.52635078598
[0,3,5,9,10]		102512.41959607821		88389.52635078598
[0,3,5,9,11]		99339.87107858373		88389.52635078598
[0,3,5,9,12]		98915.92557150878		88389.52635078598
[0,3,5,9,13]		98721.25434643484		88389.52635078598
[0,3,5,9,14]		91903.54428656399		88389.52635078598
[0,3,5,9,15]		99842.88441495443		88389.52635078598
[0,3,5,9,16]		100198.62173099523		88389.52635078598
[0,3,5,9,17]		95639.18306158739		88389.52635078598
[0,3,5,9,18]		97661.84602712496		88389.52635078598
[0,3,5,9,19]		102878.33144120942		88389.52635078598
[0,3,5,10,11]		99525.47494109935		88389.52635078598
[0,3,5,10,12]		99475.65140491593		88389.52635078598
[0,3,5,10,13]		98881.0067780329		88389.52635078598
[0,3,5,10,14]		91850.48038119		88389.52635078598
[0,3,5,10,15]		99796.98777239987		88389.52635078598
[0,3,5,10,16]		100982.90908147643		88389.52635078598
[0,3,5,10,17]		95786.96800746374		88389.52635078598
[0,3,5,10,18]		98325.23606512227		88389.52635078598
[0,3,5,10,19]		102400.53081287857		88389.52635078598
[0,3,5,11,12]		98989.03280625783		88389.52635078598
[0,3,5,11,13]		100014.90518625124		88389.52635078598
[0,3,5,11,14]		90916.43470902165		88389.52635078598
[0,3,5,11,15]		98292.21094114805		88389.52635078598
[0,3,5,11,16]		99159.30982493948		88389.52635078598
[0,3,5,11,17]		96127.23586623278		88389.52635078598
[0,3,5,11,18]		98102.49040771805		88389.52635078598
[0,3,5,11,19]		98824.3319929484		88389.52635078598
[0,3,5,12,13]		97205.11301131212		88389.52635078598
[0,3,5,12,14]		89555.41372508022		88389.52635078598
[0,3,5,12,15]		97617.5438840788		88389.52635078598
[0,3,5,12,16]		99935.54453813644		88389.52635078598
[0,3,5,12,17]		93602.01667614216		88389.52635078598
[0,3,5,12,18]		101108.77474183278		88389.52635078598
[0,3,5,12,19]		98561.69098037473		88389.52635078598
[0,3,5,13,14]		91812.56602106895		88389.52635078598
[0,3,5,13,15]		98477.18977721225		88389.52635078598
[0,3,5,13,16]		97845.97390961512		88389.52635078598
[0,3,5,13,17]		97972.40091043318		88389.52635078598
[0,3,5,13,18]		96465.15130631553		88389.52635078598
[0,3,5,13,19]		98192.42332070501		88389.52635078598
[0,3,5,14,15]		93845.62543492814		88389.52635078598
[0,3,5,14,16]		90699.12160974133		88389.52635078598
[0,3,5,14,17]		90366.17016936018		88389.52635078598
[0,3,5,14,18]		88445.56342654582		88389.52635078598
[0,3,5,14,19]		91487.64358154472		88389.52635078598
[0,3,5,15,16]		98609.72296695552		88389.52635078598
[0,3,5,15,17]		96230.62882927584		88389.52635078598
[0,3,5,15,18]		96548.19614203356		88389.52635078598
[0,3,5,15,19]		99604.01706621374		88389.52635078598
[0,3,5,16,17]		94293.59243316101		88389.52635078598
[0,3,5,16,18]		98854.92864908942		88389.52635078598
[0,3,5,16,19]		100097.90338993257		88389.52635078598
[0,3,5,17,18]		92755.9959700307		88389.52635078598
[0,3,5,17,19]		95168.2983185435		88389.52635078598
[0,3,5,18,19]		97381.00964362279		88389.52635078598
[0,3,6,7,8]		90758.44594242368		88389.52635078598
[0,3,6,7,9]		88655.86712147614		88389.52635078598
[0,3,6,7,10]		89631.52178544548		88389.52635078598
[0,3,6,7,11]		93663.46727133414		88389.52635078598
[0,3,6,7,12]		90872.82592221556		88389.52635078598
[0,3,6,7,13]		95391.44267890957		88389.52635078598
[0,3,6,7,14]		95582.18731538876		88389.52635078598
[0,3,6,7,15]		94858.76607580818		88389.52635078598
[0,3,6,7,16]		90691.42405107507		88389.52635078598
[0,3,6,7,17]		96557.17980683863		88389.52635078598
[0,3,6,7,18]		89973.91188992927		88389.52635078598
[0,3,6,7,19]		87245.37108978652		88389.52635078598
[0,3,6,8,9]		93104.5550668784		88389.52635078598
[0,3,6,8,10]		92958.41946414292		88389.52635078598
[0,3,6,8,11]		91050.69767539528		88389.52635078598
[0,3,6,8,12]		89894.43934699254		88389.52635078598
[0,3,6,8,13]		92043.70706542635		88389.52635078598
[0,3,6,8,14]		94537.38713836363		88389.52635078598
[0,3,6,8,15]		93987.42625609721		88389.52635078598
[0,3,6,8,16]		91064.14227649428		88389.52635078598
[0,3,6,8,17]		90758.44594242367		88389.52635078598
[0,3,6,8,18]		88880.302802408		88389.52635078598
[0,3,6,8,19]		91189.78267572483		88389.52635078598
[0,3,6,9,10]		91499.58469971607		88389.52635078598
[0,3,6,9,11]		88844.47844720849		88389.52635078598
[0,3,6,9,12]		87740.76128109307		88389.52635078598
[0,3,6,9,13]		89830.9024655305		88389.52635078598
[0,3,6,9,14]		92358.83293534587		88389.52635078598
[0,3,6,9,15]		91836.07607745151		88389.52635078598
[0,3,6,9,16]		89314.97284254593		88389.52635078598
[0,3,6,9,17]		88655.86712147614		88389.52635078598
[0,3,6,9,18]		86669.15619824227		88389.52635078598
[0,3,6,9,19]		90999.7695460399		88389.52635078598
[0,3,6,10,11]		89862.58835175613		88389.52635078598
[0,3,6,10,12]		89239.60365078521		88389.52635078598
[0,3,6,10,13]		90806.74907233406		88389.52635078598
[0,3,6,10,14]		93346.83111978656		88389.52635078598
[0,3,6,10,15]		92793.34194735307		88389.52635078598
[0,3,6,10,16]		91038.37672931216		88389.52635078598
[0,3,6,10,17]		89631.52178544548		88389.52635078598
[0,3,6,10,18]		88271.66277252455		88389.52635078598
[0,3,6,10,19]		90598.77489849555		88389.52635078598
[0,3,6,11,12]		92743.17859045645		88389.52635078598
[0,3,6,11,13]		95427.94769381011		88389.52635078598
[0,3,6,11,14]		96074.07848765202		88389.52635078598
[0,3,6,11,15]		95219.4484917077		88389.52635078598
[0,3,6,11,16]		92009.02112528763		88389.52635078598
[0,3,6,11,17]		93663.46727133413		88389.52635078598
[0,3,6,11,18]		91888.35899725795		88389.52635078598
[0,3,6,11,19]		87386.83671492792		88389.52635078598
[0,3,6,12,13]		92669.75204866925		88389.52635078598
[0,3,6,12,14]		94426.45342977931		88389.52635078598
[0,3,6,12,15]		93769.78576005554		88389.52635078598
[0,3,6,12,16]		92257.03064154941		88389.52635078598
[0,3,6,12,17]		90872.82592221556		88389.52635078598
[0,3,6,12,18]		94319.24117549506		88389.52635078598
[0,3,6,12,19]		86472.40680776577		88389.52635078598
[0,3,6,13,14]		96937.05210449368		88389.52635078598
[0,3,6,13,15]		96196.59260198889		88389.52635078598
[0,3,6,13,16]		92320.1976731551		88389.52635078598
[0,3,6,13,17]		95391.44267890955		88389.52635078598
[0,3,6,13,18]		91841.91309740345		88389.52635078598
[0,3,6,13,19]		88376.38065998195		88389.52635078598
[0,3,6,14,15]		98886.16981405122		88389.52635078598
[0,3,6,14,16]		94733.6535168136		88389.52635078598
[0,3,6,14,17]		95582.18731538874		88389.52635078598
[0,3,6,14,18]		93318.94892185039		88389.52635078598
[0,3,6,14,19]		90903.3782815843		88389.52635078598
[0,3,6,15,16]		94122.2439415131		88389.52635078598
[0,3,6,15,17]		94858.76607580816		88389.52635078598
[0,3,6,15,18]		92808.03624451847		88389.52635078598
[0,3,6,15,19]		90574.45196005265		88389.52635078598
[0,3,6,16,17]		90691.42405107507		88389.52635078598
[0,3,6,16,18]		91358.88921403536		88389.52635078598
[0,3,6,16,19]		88245.67221957596		88389.52635078598
[0,3,6,17,18]		89973.91188992927		88389.52635078598
[0,3,6,17,19]		87245.37108978652		88389.52635078598
[0,3,6,18,19]		85436.09690300805		88389.52635078598
[0,3,7,8,9]		97347.51211216098		88389.52635078598
[0,3,7,8,10]		97072.18724805728		88389.52635078598
[0,3,7,8,11]		96689.45477940937		88389.52635078598
[0,3,7,8,12]		94361.7192748604		88389.52635078598
[0,3,7,8,13]		98617.4438142334		88389.52635078598
[0,3,7,8,14]		91184.03311676065		88389.52635078598
[0,3,7,8,15]		96912.4429365798		88389.52635078598
[0,3,7,8,16]		94868.86724652619		88389.52635078598
[0,3,7,8,17]		99734.46109918061		88389.52635078598
[0,3,7,8,18]		93437.54967104268		88389.52635078598
[0,3,7,8,19]		95705.81020013007		88389.52635078598
[0,3,7,9,10]		96006.41618948408		88389.52635078598
[0,3,7,9,11]		94881.31169188145		88389.52635078598
[0,3,7,9,12]		92601.1049148146		88389.52635078598
[0,3,7,9,13]		96764.6539045608		88389.52635078598
[0,3,7,9,14]		89179.49827091083		88389.52635078598
[0,3,7,9,15]		94854.4706064963		88389.52635078598
[0,3,7,9,16]		93512.7615184315		88389.52635078598
[0,3,7,9,17]		97947.8794191924		88389.52635078598
[0,3,7,9,18]		91619.46677273061		88389.52635078598
[0,3,7,9,19]		95594.46921618935		88389.52635078598
[0,3,7,10,11]		95517.91267516381		88389.52635078598
[0,3,7,10,12]		93723.45079804667		88389.52635078598
[0,3,7,10,13]		97397.0530405347		88389.52635078598
[0,3,7,10,14]		90117.72042833817		88389.52635078598
[0,3,7,10,15]		95902.24198075155		88389.52635078598
[0,3,7,10,16]		94859.66891873766		88389.52635078598
[0,3,7,10,17]		98489.90414615179		88389.52635078598
[0,3,7,10,18]		92845.47686055282		88389.52635078598
[0,3,7,10,19]		95284.78423643671		88389.52635078598
[0,3,7,11,12]		98341.54150315774		88389.52635078598
[0,3,7,11,13]		101805.0337727404		88389.52635078598
[0,3,7,11,14]		94316.06704981136		88389.52635078598
[0,3,7,11,15]		99677.52560061844		88389.52635078598
[0,3,7,11,16]		97599.10510800968		88389.52635078598
[0,3,7,11,17]		102551.1052444478		88389.52635078598
[0,3,7,11,18]		97552.53297699877		88389.52635078598
[0,3,7,11,19]		93663.31923326853		88389.52635078598
[0,3,7,12,13]		98994.29278053233		88389.52635078598
[0,3,7,12,14]		91487.17254034991		88389.52635078598
[0,3,7,12,15]		97056.38569282005		88389.52635078598
[0,3,7,12,16]		96328.90220571465		88389.52635078598
[0,3,7,12,17]		99878.57153181914		88389.52635078598
[0,3,7,12,18]		98757.84619727667		88389.52635078598
[0,3,7,12,19]		91568.40590024278		88389.52635078598
[0,3,7,13,14]		95865.11755265528		88389.52635078598
[0,3,7,13,15]		101589.64935569257		88389.52635078598
[0,3,7,13,16]		98518.1169956916		88389.52635078598
[0,3,7,13,17]		104391.16102074157		88389.52635078598
[0,3,7,13,18]		98082.53517622178		88389.52635078598
[0,3,7,13,19]		95516.47583263743		88389.52635078598
[0,3,7,14,15]		95382.17084923154		88389.52635078598
[0,3,7,14,16]		91100.60256665088		88389.52635078598
[0,3,7,14,17]		97105.87056535199		88389.52635078598
[0,3,7,14,18]		90474.63388851358		88389.52635078598
[0,3,7,14,19]		87859.15859214307		88389.52635078598
[0,3,7,15,16]		96746.28891644164		88389.52635078598
[0,3,7,15,17]		102740.10446180456		88389.52635078598
[0,3,7,15,18]		96184.60311804982		88389.52635078598
[0,3,7,15,19]		93659.80335814497		88389.52635078598
[0,3,7,16,17]		99547.80058149065		88389.52635078598
[0,3,7,16,18]		95493.50259134037		88389.52635078598
[0,3,7,16,19]		92679.11635421701		88389.52635078598
